date,id,tweet
2020-02-03T23:46:21.000Z,1224479265787404291,"@jammach A lovely lady from Thailand does my hair, a last minute substitute for my former barber who lost my custom by letting me down on my wedding day",
2020-02-03T23:36:46.000Z,1224476855237054473,Also @cheesc4ke took me for Korean food afterwards and it was a revelation 🥰 https://t.co/mFAwfENR59,
2020-02-03T23:34:14.000Z,1224476217878941696,"LET’S GO!!! P1 in @RacingSeriesF1 around China after starting in P9 and without getting a single penalty, thanks to the safety car coming out on lap 23 so I decided to pit for sifts and it worked out perfectly, next up Baku @LividMotorsport #ProudToBeLivid https://t.co/8eK64pcJKC",
2020-02-03T23:31:50.000Z,1224475614658297856,@rippercbh They wouldnt get anything out of you pal.... ive been trying to get that £10 for the taxi in hong kong in 2010 😂,
2020-02-03T23:29:48.000Z,1224475099820109825,"""Pret Protein Box 1X (Asian style chicken pro..."" in #Bradford #UnitedKingdom https://t.co/sSi8X8aU7z #foodwaste #free",
2020-02-03T23:29:12.000Z,1224474951480152064,"It’s amazing what China can achieve, I hope these hospitals are designed to treat rather than just contain. It’s pretty inspiring what can be achieved",
2020-02-03T23:28:11.000Z,1224474694960717824,"Need to kick these 2020 plans into the next gear, so trying to upgrade the mental IOS with some fish 🤯 I mean, that should work, right 🤔 If not, I've just had this @hellofreshuk Prawn Red Thai Curry with Courgette,… https://t.co/Cd6CwaYXBg",
2020-02-03T23:24:33.000Z,1224473780162060289,"After a decade and three years, we finally have a photo with Mama Jonas and @PapaJonas 😭😭😭🥺💘💘💘so much love from the Philippines 🤗🤗🤗 https://t.co/LXJtdLgVe6",
2020-02-03T23:18:14.000Z,1224472190265044994,Coronavirus: China admits 'shortcomings and deficiencies' https://t.co/AMTdJb8ejD,
2020-02-03T23:09:32.000Z,1224470003149410304,@libbi161 Thai food always does it for me...,
2020-02-03T23:05:50.000Z,1224469071997087754,I definitely believe that the numbers of deaths are a lot higher than the Chinese government are letting on https://t.co/oBWBdZPUt2,
2020-02-03T23:04:10.000Z,1224468650410889224,@UKLeaveNow @jessphillips Yes @jessphillips not hearing you supporting the #WhiteGirls raped by #Asian #GroomingGangs - your neck of the woods !! Sort out your own patch girl!!,
2020-02-03T23:01:15.000Z,1224467918114762754,✌ Coronavirus:10 days of hospital building in 60 seconds - https://t.co/bLVy5OHM4f,
2020-02-03T23:00:47.000Z,1224467799906619392,@NikkiAaronRT of China etc now Nikki 😃?,
2020-02-03T22:59:10.000Z,1224467392467738624,"It took China 8 days to bang up a 1000 bed hospital, it takes about 3 months to resurface a round about in Norwich! 😂 #Hucksake",
2020-02-03T22:58:06.000Z,1224467121943519232,@Ph65PauloDingle @NoToPaperTigers @Channel4News I don't think you understand these Asians and the double lives they live as their  culture meets  their want to be western and the conflict that creates,
2020-02-03T22:54:13.000Z,1224466146897866752,@melvis_chink What month Dave?,
2020-02-03T22:51:39.000Z,1224465499569913857,@NikkiAaronRT Ohh is news scoop Aaron not bursting on the TV news scene with her in-depth first hand knowledge of Chinese Food distribution  of live trapped and caught animals in the wild that are slaughtered in Slaughter houses or taken direct to Food Cooking places in Wuhan,
2020-02-03T22:46:30.000Z,1224464205748867072,"I used to live in ""bustling"" #Shanghai ... now empty

14,000 infected in #China 

300 DEAD in #China

#coronavirus",
2020-02-03T22:42:43.000Z,1224463250999455746,"@laura_woodsy 

Watching #TheDebate &amp; agree with @EniAlu when she says @ManUtd loan signing of @ighalojude is a big sign of desperacy! He’s been out of the @premierleague for a few years now as plays in China which with the greatest respect is not really competitive. All ££££",
2020-02-03T22:42:20.000Z,1224463154576601088,@ShiroSirius The Japanese game dev Elite 4 https://t.co/yGnC5vWUDE,
2020-02-03T22:40:50.000Z,1224462777848340480,"So the @DailyMirror confuse a male, Asian Sky News journalist for a terrorist’s mother. My eyes are rolling out of my head right now! 🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄 https://t.co/Le3hQ30jeH",
2020-02-03T22:40:30.000Z,1224462693358350336,"Sat in bed, eating cereal, watching Monty Don’s Japanese Gardens. I’ve really loved the episodes. My nan would have loved this programme.",
2020-02-03T22:40:02.000Z,1224462579038347264,"She's an expert on trade negotiations now,just don't mention china. https://t.co/DPhEKZPg7s",
2020-02-03T22:32:42.000Z,1224460730088509441,Been planning my long awaited trip to Japan pretty much all day and yet I'm no further forward and am probably more confused than I was to begin with 😂,
2020-02-03T22:19:22.000Z,1224457376301867009,@MisterOyin Did you even read this part? All he said is self isolate yourself &amp; call the helplines once you start showing symptoms if you’ve been to China recently https://t.co/V4WA2iUnM9,
2020-02-03T22:18:45.000Z,1224457221037150209,So me and yvette_georgina are visiting Japan next year. She came up from london and we for to spend some time to look at tour books and you tube guides. Lovely food redcowallestree first time we visted and would… https://t.co/6ChycYnYiX,
2020-02-03T22:17:53.000Z,1224457005076635650,"Just because #Coronavirus originated in China DOESN'T mean all Chinese people have it!

Do you think every White person carries a deadly strain of Flu?

Don't let your fears control you. You're far more likely to die in a road accident than of Coronavirus. https://t.co/DC0Zsikyi8",
2020-02-03T22:14:48.000Z,1224456226928386059,"In day three of losing our minds to quarantine, we have no internet,

“I wish I had a foot fetish”

Send me back to China pls",
2020-02-03T22:11:30.000Z,1224455397731291137,How awful. https://t.co/fyGY4hWhZ8,
2020-02-03T22:10:59.000Z,1224455267896573956,How exciting!! 🙃🙃 I got treated to beautiful Chinese food by Lee Holliday Missed you my fellow foodie 🤤 #AromaFestivalLeisurePark,
2020-02-03T22:09:48.000Z,1224454970797281280,@MisterOyin Self isolation is advised even in the UK for recent travellers to china.,
2020-02-03T22:06:16.000Z,1224454078475816962,"It’s astonishing to think that in just 10 days...

- China built a 1,000 bed hospital in Wuhan. 🇨🇳🏥

- South Western Railway didn’t clean a single one of their trains. ❌🧹🚂

@SW_Help @swtrains_watch @SWRstrike",
2020-02-03T22:04:57.000Z,1224453747268407296,Not everyone that has recently been to China has corona virus. I know Nigeria is hard &amp; everyone wants to criticise the government but please let’s do it with wisdom. https://t.co/vYu3fsZ9dM,
2020-02-03T22:02:30.000Z,1224453132295401475,How Bad Will the Coronavirus Outbreak Get? Here Are 6 Key Factors https://t.co/E64mHWLdVv,
2020-02-03T22:02:20.000Z,1224453090532704258,"Eating left over Chinese in bed while watching casa amor wasn’t my greatest ideas I must admit, how do girls like Molly actually exist 😩😍 #loveisland #yourfatandfunnyrachfatandfunny",
2020-02-03T22:00:08.000Z,1224452536846839810,"If you are a small cycle business looking to grow and want to look for supplies opportunities from the source of cycling manufacture, Taiwan, then donate to our gofundme campaign. I will then get in contact with your… https://t.co/trBOoNSi4z",
2020-02-03T21:58:58.000Z,1224452240745746433,Great night at #HurstFarmYouthClub tonight making belated Chinese New Year Dragons 🐲 ... &amp; eating our way through fortune cookies ... 🔮 #HurstFarm #WeLoveHurstFarm https://t.co/LNW8ZRpTr4,
2020-02-03T21:56:21.000Z,1224451585427660806,"Yeah i rate we do that but we take everyone out of china (apart from racists, pedos n rapists) then send people like you over there so you can get a nice view of the explosion https://t.co/YnTgl64yXH",
2020-02-03T21:52:52.000Z,1224450708826546176,MTV at Phoenix Muay Thai in the kids class #thaiboxing #thaiboxingbury #thaiboxingfamiy #thaiboxingmanchester #thaiboxingmen #thaiboxingstronge #muaythai #muaythaiboxing #muaythaikids #muaythaimanchester… https://t.co/JLgraRY9HA,
2020-02-03T21:49:09.000Z,1224449772494307330,@vxlentinofrccia the only real shit Made in China,
2020-02-03T21:44:18.000Z,1224448551909908485,@maree_jun 🤲🤲🤲🙏MY PRAYERS FOR ALL THE  PEOPLE. IN . CHINA,
2020-02-03T21:43:29.000Z,1224448345252352001,"Oh, perhaps the recent EU FTAs with Canada, Japan, Singapore , Vietnam, &amp; a pact with Latin American countries was a figment of my imagination. Alternatively this guy is someone else auditioning for being #thick or a liar. https://t.co/6cbQ55X6Y6",
2020-02-03T21:43:13.000Z,1224448278818775041,@Ali93594 @prabhas_addict_ Little dark. I like it 😈. No dettol was drunk babe. It's nice in the bath tho ;)  I see your nervous about this virus. It's got us all a bit edgy. Like the last virus and the one before that. I feel for China getting the worst luck rn ❤❤ dont let it worry you too much x,
2020-02-03T21:41:51.000Z,1224447936160919552,Thai fears over impact of coronavirus on tourism and travel | World News | Sky News https://t.co/DdZKChWY3t,
2020-02-03T21:39:41.000Z,1224447391576674307,"From November 2019 

🇨🇳 China's  second aircraft carrier.  

#potnchinese 
🛫 #potn 🛬
#avgeeks
#avgeek ✈
#avaition
#planespotting
#planes https://t.co/yM4ANzvzRy",
2020-02-03T21:39:41.000Z,1224447390909775872,Asian mum's when they find out oil is on sale at the supermarket https://t.co/f3KnuMaxM6,
2020-02-03T21:37:36.000Z,1224446865996832768,It's like Tekken for Asian parents.. https://t.co/kTFiGkOOPo,
2020-02-03T21:36:19.000Z,1224446542318198785,Asians watching nas as their representation. #LoveIsIand https://t.co/jVDYNUu4mO,
2020-02-03T21:34:45.000Z,1224446146371735553,It is an impressive success on the part of Mr Trump that he manages to make the totalitarian dictatorships of the world sound like the rational ones. Recently it was Iran and now it is China. The USA should be the rational sensible ones; under Trump they just look like imbeciles. https://t.co/RPDZEGZS3A,
2020-02-03T21:32:53.000Z,1224445680074182663,"@connorbbruce91 @thistlejohn @burdzeyeview Because they're playing to an audience apparently willing to sacrifice everything - including a free press - to get an ever changing Brexit that they're told they always wanted.

The government then claims its the Chinese style ""Peoples Government"", with no need for scrutiny.",
2020-02-03T21:31:18.000Z,1224445279958515715,@MelloMakes It’s so frustrating that ‘seku hara’ gets a handy short word but doesn’t get taken seriously.  I doubt the Japanese speaking press picked up on Dangan at all.,
2020-02-03T21:31:09.000Z,1224445240561422341,"Yet again, biggest Thai class we have had at themmaclinicromford
22 tonight, happy coach 😊🙏🏼 @ The MMA Clinic Romford https://t.co/n3S91ZyE0o",
2020-02-03T21:30:24.000Z,1224445053923295237,"@alexwickham He is 100% correct about this, the EU is the biggest Protection racket on the planet with China a close second, Trumps America is now within touching distance too.",
2020-02-03T21:29:59.000Z,1224444948793061388,@TonyAirborne1 @ClarkeMicah I’m actually enjoying seeing this ridiculous quest pan out...don’t worry he’ll move onto the inferior quality of Chinese goods soon enough.,
2020-02-03T21:26:53.000Z,1224444167197052931,"@tiamnatt @KingKalaih @DavidLammy Yes, it happened over centuries and is still happening today. Christian festivals were superimposed over Celtic pagan ones. There is also global influence. For e.g., the German dramatist Bertold Brecht was influenced by Japanese Noh theatre.",
2020-02-03T21:26:39.000Z,1224444108904681473,Can any other nation on Earth do this- China is truly amazing. It has its faults but people living in glass houses should not throw stones at others https://t.co/PFDnHFvtKs,
2020-02-03T21:25:55.000Z,1224443923470282756,"@Dylaantaylor There’s only around 500 world wide, over half in the US. Top 3 countries are the US, China and then UK. There’s around 20 in the whole of Australia I believe.",
2020-02-03T21:25:43.000Z,1224443874652766212,"Incredible aircraft 
Chinese 🇨🇳 #PLAFF J-20

#potnchinese 
🛫 #potn 🛬
#avgeeks
#avgeek ✈
#avaition
#planespotting
#planes https://t.co/WY24OG7e1H",
2020-02-03T21:23:10.000Z,1224443235147206656,"@BorisJohnson We had a free trade deal with Japan through the EU, MR Thicky Mc’thick head",
2020-02-03T21:22:56.000Z,1224443175042895873,The whole of China is working from home since they are not allowed back in to the office. Wow.,
2020-02-03T21:18:46.000Z,1224442127456694274,"@J3Lyon @DanJSmith1992 Count yourself lucky, in northern Vietnam that would have cat on it.",
2020-02-03T21:18:12.000Z,1224441982879092736,@N1K84 Oops.  Had the problem in Thailand a couple of years back,
2020-02-03T21:18:10.000Z,1224441975740350465,@Lisamboo Thailand - Fathom,
2020-02-03T21:16:58.000Z,1224441674903867395,"@CreativeBizHr I think I need to introduce the wonders of English bone china to a #MondayEvening #mondaythoughts #CreativeBizHour 
https://t.co/kcYUwOEMvR https://t.co/ATTXAHtRWk",
2020-02-03T21:16:22.000Z,1224441521740509186,"Spending my evening catching up on the Great Asian Railway Journeys...first one down, five to go! 😃 #GreatAsianRailwayJourneys",
2020-02-03T21:15:38.000Z,1224441338998845442,British evacuee from coronavirus-hit Wuhan taken ill in UK https://t.co/XWSD24HdkY,
2020-02-03T21:13:15.000Z,1224440736269029376,@AirAsiaFilipino Can we get a refund!! We’re not travelling anymore and we need a refund flights when we get to Philippines!! There’s no number to call or assistance at all!! Please help,
2020-02-03T21:11:42.000Z,1224440347356323843,"@EpicNerdRage @FragFox Who IS Ninja man? And what does he want? 

I tried James, I tried. https://t.co/ioM9YKTqWg",
2020-02-03T21:10:46.000Z,1224440113196748802,"@abcpoppins @BorisJohnson #LiarJohnson assured @sajidjavid ‘s job is safe. 🤥😂😂🤥😂😂 If there only was a hospital popping up for every ‘assurance’ #LiarJohnson gave, we could rent some to I.e. China",
2020-02-03T21:09:54.000Z,1224439896489648129,"Totally hooked on #HandsomeSiblings on Netflix. In typical Chinese-style, no messing around, with 44 episodes in the first season.....",
2020-02-03T21:05:57.000Z,1224438899855937538,"Twitter suspects state-sponsored actors in Iran, Israel, and Malaysia may have been exploiting this vulnerability. https://t.co/FTV4LQl089",
2020-02-03T21:05:50.000Z,1224438871355576322,@AirAsia Can we get a refund!! We’re not travelling anymore and we need a refund flights to Philippines!! There’s no number to call or assistance at all!! Please help,
2020-02-03T21:03:07.000Z,1224438187948273666,"Boat Key, Singapore

Few drinks before our meal at the top of the Marina Bay Sands https://t.co/y5tXbYmEvk",
2020-02-03T20:59:06.000Z,1224437175539789826,"@IthicaMatt Mate, just watched the episode where Frank sets up the Vietnamese gambling den in the basement...ends with the Russian roulette scene. 😂",
2020-02-03T20:58:56.000Z,1224437133269557251,"Coronavirus: Travellers who develop symptoms, however mild, within 14 days of returning from mainland China, should self-isolate at home immediately and call NHS 111. Travellers from Wuhan are recommended to self-isolate for 14 days, even if they have no symptoms.",
2020-02-03T20:56:26.000Z,1224436504702803974,@audleytravel Thai food every time 🍽,
2020-02-03T20:52:33.000Z,1224435527513821186,As you know it's @stationhoplvm birthday this Sat! Come and celebrate them turning 2🎈🎈🎈 @woks_cluckin and myself serving up the Pan Asian goodness 🎉🎉 come through from 5PM 🇵🇭💙 #filifooduk #mamaz https://t.co/AB6pn0Q0Re,
2020-02-03T20:48:31.000Z,1224434511934476289,@FoxxysTweets @julesnumber @bbclaurak Oh yeah! Those Japanese fishing vessels are just itching to travel 6-7 thousand miles to catch European fish!!! Idiot.,
2020-02-03T20:45:06.000Z,1224433655419789318,"@BorisJohnson I'm confused. Clearly we're looking different figures

Isn't US currently our largest single export market?
Isn't China our third largest export market?
Haven't we been a global trader for decades?

It's surprised but you must be right.

Our PM wouldn't lie, would he?",
2020-02-03T20:44:07.000Z,1224433405137260545,China builds a new hospital in 10 days. I wonder if they could pop over to Jersey when they’re finished...🤔 https://t.co/8Hzne0sP7N,
2020-02-03T20:41:08.000Z,1224432656659599360,"@APK_musicreview @Nick_Boro1 @colesypontyboy @NJamesWorld I always think that if I moved to China or Japan or somewhere or Saudi Arabia, I wouldn’t become Chinese or Japanese or Saudi, nor would my kids, ....!?!?",
2020-02-03T20:39:27.000Z,1224432230715445248,"Watching Q&amp;A with #Parasite director Bong Joon Ho in Korean with translator sub-titles and signer, still not sure what it was all about https://t.co/YRDGIog5C9",
2020-02-03T20:37:46.000Z,1224431808852324352,I think the Scottish government needs to get the builders of the new Chinese hospitals over to Edinburgh to have a look at their now not-so-new sick children’s hospital !,
2020-02-03T20:37:22.000Z,1224431707207565315,@imaxreinhardt U still in Japan. ?  Off work 2 weeks annual leave.  Doing nothing.  Anyway probably going out Thursday. Wedding anniversary &amp; b day. Anyway hope hope you’re well.  A d https://t.co/HRO4oV7jFM,
2020-02-03T20:32:42.000Z,1224430533821771777,Blwyddyn 1 have enjoyed looking at Chinese New Year as part of their Spring topic ‘Dragons &amp;Beasts’ 🐲🐉🐲🐉 https://t.co/Zi9JbaH7gq,
2020-02-03T20:32:00.000Z,1224430355102478337,@Fatpantswatch @Dan1763 @PickardJE @rcolvile Does China try to impose dynamic alignment then?,
2020-02-03T20:29:34.000Z,1224429744663429120,What made me smile today? #feb3rd2020 (1) cat-in-a-box (silly Simba 😸) (2) being reminded that in 4 weeks time we’ll have arrived in Cambodia! #wmmst #selfcare #exciting #gingercats https://t.co/4bIWQfeZb4,
2020-02-03T20:29:29.000Z,1224429721972363265,"A bit late but after a bit of trial &amp; error - Coming up in the next day or so is my new recipe to celebrate the chinese New year. Packed with anxiety relieving, tummy settling, body boosting benefits and full of… https://t.co/TdzUPhAJqh",
2020-02-03T20:28:33.000Z,1224429490039934976,HOW TO REALLY PRONOUNCE LASAGNA #SuperBowl #ARSD #China #IowaCaucuses #GFRIENDhasARRIVED #coronarivirus #Tramlines2020 #otrek #JudgementDay #MondayMorning #lasagna #comedy #FunniestTweets #skits #jokes #TwitterIsOverParty #mondaythoughts https://t.co/sLbqh5KpNZ,
2020-02-03T20:26:13.000Z,1224428902967382021,@sobanoodle Because that is the nature of its FTAs with other developed economies. The EU doesn't know how Japan will diverge either,
2020-02-03T20:25:54.000Z,1224428819655856128,"I was talking with a friend about how much we'd like to live in New York and she said: ""London is my husband, NYC is my lover and Hong Kong is my one night stand"". I would say the same and change my one night stand for Buenos Aires. What about u?",
2020-02-03T20:22:46.000Z,1224428034624774144,"@DHSCgovuk @NHSEngland @PHE_uk @CMO_England @CathCalderwood1 @CMOWales @PublicHealthW @scotgovhealth @healthdpt Evidence in Japan shows, 1 test may show negative but as time pass, the 2nd test could show positive even 3rd! But without any symptoms",
2020-02-03T20:22:40.000Z,1224428009689624578,@Elpenor_Dignam @FineGael I don't support that whereas many top Brexiteers support 'Singapore on Thames' style deregulation so fail to see how your comment makes any sense or how Brexit will solve your criticisms or what the EU has to do with it as EU tries to establish fairness and well regulated markets,
2020-02-03T20:21:35.000Z,1224427734060994560,@MrJamesMay did you ever get your beer delivered to you from the micro brewery in Japan?,
2020-02-03T20:18:13.000Z,1224426889038716928,@WkdCoolPaul @swirlsofwisdom That is ninja talk,
2020-02-03T20:16:20.000Z,1224426412427350018,@pablo_0151 @RetroCollect @castle_zotz I'll keep an eye out when I'm in Japan.,
2020-02-03T20:09:53.000Z,1224424789412139009,"After a busy day it's now time for the annual marmalade making &amp; it certainly makes a difference to designing English bone china #mondaythoughts
https://t.co/kcYUwOnbEj https://t.co/wjcHDoUzfd",
2020-02-03T20:09:22.000Z,1224424662450475010,@aiww sharing his views on China's handling of #coronavrius and so much more. It's so wonderful to see him on stage tonight in conversation with @KenRoth and @helenecooper @howtoacademy @CentralHall #London https://t.co/sMqsS5UJZf,
2020-02-03T20:08:44.000Z,1224424501401858048,Asian girls proposing??? Let the UK ones though this is a thing... take note brown ladies 😂😂😂 https://t.co/UNo8YBaOxj,
2020-02-03T20:08:33.000Z,1224424454303907843,@Pj_Whitey I’d love a club in China to offer to take him on the same money l - he’d probably sell a lot of shirts. But even then there’s no guarantee he’d agree to go. It’s so frustrating.,
2020-02-03T20:07:31.000Z,1224424195582517250,Good report. Locking down the media further  will weaken CCP legitimacy within China. will Wuhan be China’s Chernobyl moment? No perestroika without glasnost! No durable power for China without free information. https://t.co/9EYZv7PQb7,
2020-02-03T20:06:43.000Z,1224423995937714178,"@tm014d1009 @ashcowburn ""People"" 😂

Boris may be bad but he's not a communist government committed to ""Serving the People"".

Go live in China if you want that ""People"" nonsense.",
2020-02-03T20:03:44.000Z,1224423243190284289,"🌊 You call this fackin' August? Well, I say. 🌊

#ladyinred #nature #bathingsuit #swimsuit #swimming #hottub #scottishafternoon #scotland #scottishsummer #asianfusionmodel #oriental #watershoot #instagood #redswimsuit… https://t.co/3xPVPeymr5",
2020-02-03T20:03:42.000Z,1224423233832849408,"Please join us for our weekly meditation and mindfulness class at Walsworth Community Centre. 
Practice breathing exercises and listen to relaxing music of Tibetan singing bowls.
Start at 7pm on 6th of February
Admission 8 pounds
more at https://t.co/uKk0p1ema5
#hitchin",
2020-02-03T20:01:14.000Z,1224422613893644291,@RetroCollect @castle_zotz If it doesn’t then that’s clearly the only reason it sold 13 copies in Japan. 👀,
2020-02-03T20:01:02.000Z,1224422563499122690,What I wanna know is can I order my bundles from China without catching corona virus 🤔,
2020-02-03T20:00:57.000Z,1224422543714652161,"South Bend, Korea",
2020-02-03T20:00:45.000Z,1224422492657389570,@starflyergold If I didn't know better I would have guessed that Eurowings was a Thai Airways subsidiary...🤣,
2020-02-03T19:59:28.000Z,1224422168265658368,Can someone from china please cough on my ex 😂,
2020-02-03T19:58:51.000Z,1224422012937998338,"Hi looking for a Male heave build  40-50 yr old South Asian /Sub -Continent for photoshoot between the 11th-14th February 2 day shoot TBC please send photo ASAP to info@ne14.tv 
It’s a good rate of pay 💰 thx",
2020-02-03T19:56:11.000Z,1224421344802148356,@jamesSAFCmoore @BABYMETAL_JAPAN Brilliant! Little star!,
2020-02-03T19:56:04.000Z,1224421315286896641,"#F1 set to discuss Coronavirus threat to Chinese GP, but talk of date-swap with Russia has been ruled out https://t.co/fs8QMRaMHD",
2020-02-03T19:53:18.000Z,1224420617094684674,"🌊Oh I do love to be beside the seaside🌊

#ladyinred #nature #bathingsuit #swimsuit #swimming #hottub #scottishafternoon #scotland #scottishsummer #asianfusionmodel #oriental #watershoot #instagood #redswimsuit… https://t.co/rKVZz1XVfF",
2020-02-03T19:52:25.000Z,1224420394536402945,North Korean style controlled media on the way folks https://t.co/gyJ7Vd8qW6,
2020-02-03T19:46:16.000Z,1224418845626183688,"@SunandSipCups @IsChinar I’m scared! China has 1.5bn people doesn’t mean it should have 1.5bn boxes of testers. 
Facts: ：“flight on 29 Jan, 8 of 206 had coughs and fever. the first test showed negative results; the second test detected 3 positive, but only 1 had obvious symptoms, meaning?",
2020-02-03T19:45:43.000Z,1224418710846345218,"If you search online, nearly every published engineering research in the last 5yrs has Asians as author or co-author, especially Chinese.
Asian students have taken over most of Europe &amp; UK universities fully funded PhDs. But the ones in Nigeria are busy asking for Buhari's WAEC. https://t.co/yHfcRdr9S3",
2020-02-03T19:43:09.000Z,1224418061131960321,Ninja Cat ready to spring into action... https://t.co/OCUlLWyiRH,
2020-02-03T19:42:32.000Z,1224417908056580097,"FOB HQ 🥰 where all the floral magic happens! @ Bath, Somerset https://t.co/APrr3MpAHe",
2020-02-03T19:42:27.000Z,1224417887059873795,"@lukerobertblack Not only that, still trying to get back Hong Kong and Taiwan , if they hadn’t had dirty markets, we wouldn’t have this virus",
2020-02-03T19:40:11.000Z,1224417316143882242,"Coronavirus: death toll passes Sars virus as dozens more die in Wuhan

https://t.co/N1uMKheBcq",
2020-02-03T19:39:08.000Z,1224417051495878656,"""Any idea that Britain is going to constitute 'Singapore-om-Thames' is utter nonsense"" replies @IainBeggLSE when asked about the future trade relationship between the UK and the EU
#LSEBrexit 
@lseideas @LSEEI @LSEPublicPolicy @LSEpublicevents https://t.co/P3XFRlU6No",
2020-02-03T19:38:54.000Z,1224416993664798725,@kieranbannon U hink u know people man only wanted a chinese n a cuddo n he picked the balloons so hurt n upset x,
2020-02-03T19:37:09.000Z,1224416555062169600,"Reminds of a fact concerning a US General Pershing who was stationed in the Philippines &amp; had troubles with Muslims,
Funny how he solved the problem.
Of course the US Gov say this was fiction but was it😂😅🤣
Google General Pershing worth a look. 👍 https://t.co/Ku8KKvix8D",
2020-02-03T19:35:28.000Z,1224416129382342657,I do not like to do this...But...Supply chains China? SARS easy! Got the t shirt!,
2020-02-03T19:34:54.000Z,1224415986327093249,"Love making Thai Green Curry, with mince prawn lollipops 💖 https://t.co/Yoa1IbZlTV",
2020-02-03T19:33:58.000Z,1224415753962651648,"After smearing all Britons racists from testimonies of two Oriental women over #coronarivirus am sure @Channel4News will be balancing news by hearing from #stormzy or #nishkumar &amp; asking them about repeated racism to Britain’s over last year?
I won’t hold my breath.",
2020-02-03T19:33:01.000Z,1224415514749014017,"CH4 news now turning the serious coronavirus epidemic  into a racist issue because someone asked the female Chinese journalist, hope you didn’t bring the virus back with you ?  And her feelings was hurt,  unbelievable",
2020-02-03T19:32:42.000Z,1224415434805534722,How amazing is this?              BBC News - Coronavirus:10 days of hospital building in 60 seconds https://t.co/0DveYak25W,
2020-02-03T19:31:27.000Z,1224415118982774785,Ok Twitter... form an orderly queue. I’d like your travel tips for #Tokyo &amp; #Japan please. Arigato in advance.,
2020-02-03T19:29:57.000Z,1224414740845334529,"Discrimination Against All Asians In Europe...We are not a VIRUS!! #iamn... https://t.co/0Wp067Q0xq This irrational, and increasingly more than low level East Asian targeting is on the increase.",
2020-02-03T19:29:25.000Z,1224414606820564992,"I met with some Chinese students China sent to study for at University of South Wales today. 320 were sent to UK for 1st degree. I'm told they signed to work for Chinese govt for 5yrs when they finish. Their parents will be in jail for life, if they dont. Okute @PeterObi how far?",
2020-02-03T19:26:32.000Z,1224413882191622145,@paulcook1981 @SaleSharksRugby @Saracens @AJBellGroup @UKFast Predictive text changed that from Brum to Brunei. I’m in Brum!,
2020-02-03T19:25:43.000Z,1224413674032586753,@paulcook1981 @SaleSharksRugby @Saracens @AJBellGroup @UKFast Not going buddy. I’m in Brunei for a week. ☹️,
2020-02-03T19:25:18.000Z,1224413570089345025,"I am not impressed by the Chinese! It took them double the time to build that hospital as they first estimated!
  They said four days and it took Eight!",
2020-02-03T19:23:45.000Z,1224413180471934980,@fizixginge Fake? Chinese? We’ve been making this design for more than 50 years... decades before the cartoon versions (which ARE from China btw) started appearing. https://t.co/pIdO43HTiU,
2020-02-03T19:23:43.000Z,1224413170506268672,El Al airlines halts flights to China amid coronavirus epidemic https://t.co/WsjqCBvG3J via @JewishNewsUK,
2020-02-03T19:23:40.000Z,1224413158560817153,Latest media consumption data from the @thegembagroup China dashboard shows how #esports now rates with the major sports https://t.co/cEoqLbsW1i,
2020-02-03T19:23:30.000Z,1224413116269826055,Coronavirus: China accuses US of causing panic and 'spreading fear' https://t.co/cfE0HoK040 #USA #China #corona #CoronavirusOutbreak #CoronaOutbreak #wuhan #wuhanconoravirus #WuhanSARS #WuhanCoronavirusOutbreak #mondaythoughts,
2020-02-03T19:16:47.000Z,1224411427852693504,"Iain Begg @IainBeggLSE at #LSEBrexit warns that some key industry risks moving not from London to Frankfurt, but London to New York - a loss for both countries. UK and EU have a common interest to compete against China and US in big tech and data #bigtech #brexit https://t.co/SpM5vAfHE7",
2020-02-03T19:13:25.000Z,1224410578552344581,"When a mosquito bit me in my sleep in Thailand! Look at the state of me 🙈💋👄
People pays hundreds for this!! #gizzakiss
 #swollenlipselfie #naturallipfillers #poutyface #troutpout
https://t.co/HPkGRFIjGO",
2020-02-03T19:11:50.000Z,1224410182098333696,@Sixfive704 @SamSmithJNR @MichaelBensonn @DillianWhyte On that we agree. That’s why the huge fights will be in Saudi or Dubai. For the forseabke future. Even Canelo is looking at Japan. Shame because I love Vegas on fight night,
2020-02-03T19:08:53.000Z,1224409438691495941,@OversLily Let’s learn korean together!,
2020-02-03T19:08:52.000Z,1224409434715316226,"Lets get this straight?to let China rule our 5G world be a disgrace? China has one goal to dominate the world ( to be No1) it does not matter how long it takes? They are the master of patience? They will wait and wait,but overtake in the end ( the bible says so)explain that?Scary",
2020-02-03T19:08:45.000Z,1224409406881714177,"@sarajcox My cups, I have 3, one for coffee, a China one for tea and mug for hot chocolate nobody else can use them 😁",
2020-02-03T19:02:18.000Z,1224407782356586499,"I really never sub-tweet. However. If you are reviewing an East Asian horror film, please be aware that #jhorror is not a genre, ghosts in Korea are not #yurei but #gwishin and in China #gui. #jhorror just means horror films made in Japan, noting more. It smacks of #orientalism https://t.co/8BDMf8vGDr",
2020-02-03T18:59:03.000Z,1224406965075554305,"Charlie had a great ‘running with poles’ session today with Izzatina from Malaysia 🇲🇾 
Izzi got in touch as she was over from Malaysia for a few weeks due to her PHD in Economics and thought she would check in with… https://t.co/p1dCDrMbsz",
